name,price,link_picture,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Sicherheitswarnung,Verpackungsbreite,Verpackungstiefe,Verpackungshöhe,Paketgewicht,ASIN,Vorgeschlagenes Geschlecht_ Junge ,Vorgeschlagenes Geschlecht_ Junge/Mädchen ,Material_ Kunststoff ,Material_nan,Produktfarbe_encoded,Verpackungsart_encoded,Produkttyp_ Bausatz ,Ursprungsland_ China ,Ursprungsland_ Dänemark ,Ursprungsland_ Indonesien ,Ursprungsland_ Thailand ,Ursprungsland_ Tschechische Republik ,Ursprungsland_ Ungarn ,Ursprungsland_ Österreich ,EU_TSD_Warnung_ Keine Warnung zutreffend ,"EU_TSD_Warnung_ Keine Warnung zutreffend, Nicht für Kinder unter 36 Monaten geeignet ",EU_TSD_Warnung_ Nicht für Kinder unter 18 Monaten geeignet ,EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet ,"EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Keine Warnung zutreffend ","EU_TSD_Warnung_ Nicht für Kinder unter 36 Monaten geeignet, Nur für häuslichen Gebrauch bestimmt "
LEGO Harry Potter - Zaubereiministerium (76403),119.0,https://www.fcw.ch/api/ProcessRequest/139337/BN/268x166-lego-harry-potter-zaubereiministerium-76403.jpg?sourceId=874242&source=Product,9,99,990, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,70,1, B09QG43GV1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Haiangriff-Stuntchallenge (60342),24.95,https://www.fcw.ch/api/ProcessRequest/139256/BN/268x166-lego-city-haiangriff-stuntchallenge-60342.jpg?sourceId=874183&source=Product,5,99,122, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,370, B09QFTNYSV ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Duplo Spielspaß in der Kita (10992),54.95,https://www.fcw.ch/api/ProcessRequest/190508/BN/268x166-lego-duplo-spielspass-in-der-kita-10992.jpg?sourceId=886566&source=Product,2,99,67, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,91,1, B01N6GLUR5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Minecraft - Das Sumpfabenteuer (21240),11.95,https://www.fcw.ch/api/ProcessRequest/169373/BN/268x166-lego-minecraft-das-sumpfabenteuer-21240.jpg?sourceId=880345&source=Product,7,99,65, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,141,46,110, B0BBRSQYPR ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Creator 3in1 - Gemütliches Haus (31139),69.95,https://www.fcw.ch/api/ProcessRequest/177363/BN/268x166-lego-creator-3in1-gemuetliches-haus-31139.jpg?sourceId=880404&source=Product,8,99,808, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,1, B0BBRWHP5F ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Internationale Schule (41731),119.0,https://www.fcw.ch/api/ProcessRequest/169793/BN/268x166-lego-friends-internationale-schule-41731.jpg?sourceId=880324&source=Product,8,99,985, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,94,1, B0BBRZ6D5Y ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Heartlake City Pizzeria (41705),17.95,https://www.fcw.ch/api/ProcessRequest/139268/BN/268x166-lego-friends-heartlake-city-pizzeria-41705.jpg?sourceId=874194&source=Product,5,99,144, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,72,279, B09QG324FJ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Duplo - Buzz Lightyears Planetenmission (10962),42.95,https://www.fcw.ch/api/ProcessRequest/134488/BN/268x166-lego-duplo-buzz-lightyears-planetenmission-10962.jpg?sourceId=870416&source=Product,2,99,37, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,95,585, B09BNS2MRD ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Classic - Pastell Kreativ-Bauset (11028),24.95,https://www.fcw.ch/api/ProcessRequest/176788/BN/268x166-lego-classic-pastell-kreativ-bauset-11028.jpg?sourceId=880397&source=Product,5,99,333, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,72,462, B01MQWNYIS ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Pfannkuchen-Shop (41753),11.95,https://www.fcw.ch/api/ProcessRequest/188777/BN/268x166-lego-friends-pfannkuchen-shop-41753.jpg?sourceId=886586&source=Product,6,99,157, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,71,177, B0BPCCQY45 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Stephanies Segelabenteuer (41716),54.95,https://www.fcw.ch/api/ProcessRequest/139023/BN/268x166-lego-friends-stephanies-segelabenteuer-41716.jpg?sourceId=874200&source=Product,7,99,304, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,56,620, B09QG4M23V ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Detektivmissionen der Wasserpolizei (60355),36.95,https://www.fcw.ch/api/ProcessRequest/139098/BN/268x166-lego-city-detektivmissionen-der-wasserpolizei-60355.jpg?sourceId=874185&source=Product,6,99,278, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,405, B09QFZTBPP ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Batman - Jim Lee Batman Kollektion (31205),139.0,https://www.fcw.ch/api/ProcessRequest/132390/BN/268x166-lego-batman-jim-lee-batman-kollektion-31205.jpg?sourceId=870480&source=Product,18,99,4167, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,404,50,1, B09BNWCZQ9 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
LEGO Duplo - Lebkuchenhaus mit Weihnachtsmann (10976),42.95,https://www.fcw.ch/api/ProcessRequest/152320/BN/268x166-lego-duplo-lebkuchenhaus-mit-weihnachtsmann-10976.jpg?sourceId=874167&source=Product,2,99,50, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,94,382,262,758, B09QG4M23Q ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Stuntshow-Doppellooping (60339),169.0,https://www.fcw.ch/api/ProcessRequest/139462/BN/268x166-lego-city-stuntshow-doppellooping-60339.jpg?sourceId=874180&source=Product,7,99,598, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,87,1, B09QFVRYBY ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Indiana Jones - Flucht aus dem Grabmal (77013),52.95,https://www.fcw.ch/api/ProcessRequest/188509/BN/268x166-lego-indiana-jones-flucht-aus-dem-grabmal-77013.jpg?sourceId=886675&source=Product,8,99,600, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,262,95,910, B0BV7BSVFG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Classic - Party Kreativ-Bauset (11029),54.95,https://www.fcw.ch/api/ProcessRequest/177761/BN/268x166-lego-classic-party-kreativ-bauset-11029.jpg?sourceId=880398&source=Product,5,99,900, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,94,1, B01N0REILO ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Technic - Ford F-150 Raptor (42126),169.0,https://www.fcw.ch/api/ProcessRequest/124721/BN/268x166-lego-technic-ford-f-150-raptor-42126.jpg?sourceId=864260&source=Product,18,99,1379, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,118,1, B08WX1V6TR ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Lianns Zimmer (41739),24.95,https://www.fcw.ch/api/ProcessRequest/169879/BN/268x166-lego-friends-lianns-zimmer-41739.jpg?sourceId=880318&source=Product,6,99,204, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,205,61,306, B0BBRW5BNH ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Hunderettungsfahrrad (41738),11.95,https://www.fcw.ch/api/ProcessRequest/169928/BN/268x166-lego-friends-hunderettungsfahrrad-41738.jpg?sourceId=880317&source=Product,6,99,125, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,148, B0BBRXMHLQ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Jurassic World - Entdeckung des Brachiosaurus (76960),99.0,https://www.fcw.ch/api/ProcessRequest/188372/BN/268x166-lego-jurassic-world-entdeckung-des-brachiosaurus-76960.jpg?sourceId=886629&source=Product,9,99,512, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,810, B0BPC9M14K ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - Thanos Mech (76242),18.95,https://www.fcw.ch/api/ProcessRequest/170009/BN/268x166-lego-marvel-thanos-mech-76242.jpg?sourceId=880364&source=Product,6,99,113, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,141,46,150, B0BBS2L9QV ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Sportzentrum (41744),99.0,https://www.fcw.ch/api/ProcessRequest/188400/BN/268x166-lego-friends-sportzentrum-41744.jpg?sourceId=886579&source=Product,8,99,832, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,354,378,70,1, B0BPCDDL6Z ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Bio-Laden (41729),99.0,https://www.fcw.ch/api/ProcessRequest/169961/BN/268x166-lego-friends-bio-laden-41729.jpg?sourceId=880314&source=Product,8,99,830, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B0BBRZGY3Q ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Avatar - Jakes und Neytiris erster Flug auf einem Banshee (75572),64.95,https://www.fcw.ch/api/ProcessRequest/156880/BN/268x166-lego-avatar-jakes-und-neytiris-erster-flug-auf-einem-banshee-75572.jpg?sourceId=874236&source=Product,9,99,572, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,61,480,282,628, B09QFN7SYZ ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Minecraft - Das Bienenhäuschen (21241),26.95,https://www.fcw.ch/api/ProcessRequest/169934/BN/268x166-lego-minecraft-das-bienenhaeuschen-21241.jpg?sourceId=880346&source=Product,8,99,254, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,435, B0BBRZPD27 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Windrad und Elektroauto (10985),11.95,https://www.fcw.ch/api/ProcessRequest/169236/BN/268x166-lego-duplo-windrad-und-elektroauto-10985.jpg?sourceId=880338&source=Product,2,99,16, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,205,73,252, B01NCLAH07 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Avatar - Schwebende Berge: Site 26 und RDA Samson (75573),119.0,https://www.fcw.ch/api/ProcessRequest/156784/BN/268x166-lego-avatar-schwebende-berge-site-26-und-rda-samson-75573.jpg?sourceId=874237&source=Product,9,99,887, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,78,540,282,1, B09QFHGQCZ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Classic - Neon Kreativ-Bauset (11027),24.95,https://www.fcw.ch/api/ProcessRequest/177653/BN/268x166-lego-classic-neon-kreativ-bauset-11027.jpg?sourceId=880396&source=Product,5,99,333, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,72,457, B01N5FKSBC ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Ghost Rider mit Mech & Bike (76245),46.95,https://www.fcw.ch/api/ProcessRequest/169756/BN/268x166-lego-city-ghost-rider-mit-mech-bike-76245.jpg?sourceId=880367&source=Product,7,99,264, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,374, B0BBRWC5C6 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Badewannen-Stuntbike (60333),9.95,https://www.fcw.ch/api/ProcessRequest/139445/BN/268x166-lego-city-badewannen-stuntbike-60333.jpg?sourceId=874178&source=Product,5,99,14, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,91,47,50, B09RG1RSRL ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Super Mario - Lavawelle-Fahrgeschäft – Erweiterungsset (71416),46.95,https://www.fcw.ch/api/ProcessRequest/169780/BN/268x166-lego-super-mario-lavawelle-fahrgeschaeft-erweiterungsset-71416.jpg?sourceId=880371&source=Product,7,99,218, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,61,299, B0BBRWP337 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Indiana Jones - Tempel des goldenen Götzen (77015),169.0,https://www.fcw.ch/api/ProcessRequest/188772/BN/268x166-lego-indiana-jones-tempel-des-goldenen-goetzen-77015.jpg?sourceId=886676&source=Product,18,99,1545, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,582,87,2, B0BV7CHRW2 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Super Mario - Donkey Kongs Baumhaus – Erweiterungsset (71424),79.95,https://www.fcw.ch/api/ProcessRequest/190684/BN/268x166-lego-super-mario-donkey-kongs-baumhaus-erweiterungsset-71424.jpg?sourceId=886613&source=Product,8,99,555, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,641, B0BV7DN2LB ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Emmas Kunstschule (41711),79.95,https://www.fcw.ch/api/ProcessRequest/139056/BN/268x166-lego-friends-emmas-kunstschule-41711.jpg?sourceId=874196&source=Product,8,99,844, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,1, B09QFP8FNZ ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Star Wars - AT-ST (75332),46.95,https://www.fcw.ch/api/ProcessRequest/149538/BN/268x166-lego-star-wars-at-st-75332.jpg?sourceId=874246&source=Product,4,99,87, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,205,61,230, B09QFVV1KR ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Skorpion-Stuntbike (60332),9.95,https://www.fcw.ch/api/ProcessRequest/139062/BN/268x166-lego-city-skorpion-stuntbike-60332.jpg?sourceId=874177&source=Product,5,99,15, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,91,47,40, B09QJG73Y9 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Olivia's Raumfahrt-Akademie,79.95,https://www.fcw.ch/api/ProcessRequest/141818/BN/268x166-lego-friends-olivia-s-raumfahrt-akademie.jpg?sourceId=870435&source=Product,8,99,757, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,540,78,1, B09BNSQ6YR ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO City - Polizeiauto (60312),11.95,https://www.fcw.ch/api/ProcessRequest/136560/BN/268x166-lego-city-polizeiauto-60312.jpg?sourceId=870331&source=Product,5,99,94, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,45,135, B09BNVCL8N ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO City - Stunttruck mit Feuerreifen-Challenge (60357),54.95,https://www.fcw.ch/api/ProcessRequest/177568/BN/268x166-lego-city-stunttruck-mit-feuerreifen-challenge-60357.jpg?sourceId=880392&source=Product,6,99,479, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,867, B0BBS2P8CN ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Wasserfall im Wald (41677),11.95,https://www.fcw.ch/api/ProcessRequest/125673/BN/268x166-lego-friends-wasserfall-im-wald-41677.jpg?sourceId=864335&source=Product,5,99,93, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,141,61,142, B08WXB3GDR ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Marvel - Das neue Schiff der Guardians (76255),119.0,https://www.fcw.ch/api/ProcessRequest/181150/BN/268x166-lego-marvel-das-neue-schiff-der-guardians-76255.jpg?sourceId=880437&source=Product,10,99,1108, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,480,70,1, B0BBSBCN8C ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Harry Potter - Hogwarts: Dumbledores Büro (76402),109.0,https://www.fcw.ch/api/ProcessRequest/139360/BN/268x166-lego-harry-potter-hogwarts-dumbledores-buero-76402.jpg?sourceId=874241&source=Product,8,99,654, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,378,354,70,1, B09QFSG4ZB ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Friends - Ponypflege (41696),11.95,https://www.fcw.ch/api/ProcessRequest/139204/BN/268x166-lego-friends-ponypflege-41696.jpg?sourceId=874193&source=Product,4,99,60, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,157,61,155, B09RGD6XNN ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Nachrichtenwagen (41749),36.95,https://www.fcw.ch/api/ProcessRequest/188484/BN/268x166-lego-friends-nachrichtenwagen-41749.jpg?sourceId=886584&source=Product,6,99,446, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,354,70,600, B00EDRTSHM ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Harry Potter - Hausbanner Ravenclaw (76411),46.95,https://www.fcw.ch/api/ProcessRequest/177544/BN/268x166-lego-harry-potter-hausbanner-ravenclaw-76411.jpg?sourceId=880419&source=Product,9,99,305, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,191,61,420, B0BBRZG27L ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Star Wars - Tenoo Jedi Temple (75358),52.95,https://www.fcw.ch/api/ProcessRequest/188385/BN/268x166-lego-star-wars-tenoo-jedi-temple-75358.jpg?sourceId=886658&source=Product,4,99,124, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,46,330, B0BPCDVL8R ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Avatar - Entdeckung des Ilu (75575),32.95,https://www.fcw.ch/api/ProcessRequest/169362/BN/268x166-lego-avatar-entdeckung-des-ilu-75575.jpg?sourceId=880283&source=Product,8,99,179, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,262,48,218, B0BBRTBGSL ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
LEGO Friends - Strandbuggy-Spaß (41725),11.95,https://www.fcw.ch/api/ProcessRequest/188427/BN/268x166-lego-friends-strandbuggy-spass-41725.jpg?sourceId=886575&source=Product,4,99,61, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,141,61,134, B0BPCB975D ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Super Mario - Maxi-Spikes Wolken-Challenge – Erweiterungsset (71409),84.95,https://www.fcw.ch/api/ProcessRequest/149935/BN/268x166-lego-super-mario-maxi-spikes-wolken-challenge-erweiterungsset-71409.jpg?sourceId=874258&source=Product,7,99,540, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,382,70,660, B09QFWNZJH ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
LEGO Duplo - Arztbesuch (10968),24.95,https://www.fcw.ch/api/ProcessRequest/124490/BN/268x166-lego-duplo-arztbesuch-10968.jpg?sourceId=870413&source=Product,2,99,34, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,191,262,118,511, B09BNT2V47 ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO City - Eisdiele (60363),42.95,https://www.fcw.ch/api/ProcessRequest/188624/BN/268x166-lego-city-eisdiele-60363.jpg?sourceId=886597&source=Product,6,99,296, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,262,282,59,580, B0BPC5SHZ5 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Friends - Donut-Laden (41723),11.95,https://www.fcw.ch/api/ProcessRequest/169930/BN/268x166-lego-friends-donut-laden-41723.jpg?sourceId=880308&source=Product,4,99,63, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,141,191,46,161, B0BBS2HFV1 ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Technic - 4x4 Mercedes-Benz Zetros Offroad-Truck (42129),249.0,https://www.fcw.ch/api/ProcessRequest/124813/BN/268x166-lego-technic-4x4-mercedes-benz-zetros-offroad-truck-42129.jpg?sourceId=864215&source=Product,12,99,2129, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,480,582,91,3, B09MS4WDPR ,0.0,1.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Skatepark (41751),54.95,https://www.fcw.ch/api/ProcessRequest/169810/BN/268x166-lego-friends-skatepark-41751.jpg?sourceId=880321&source=Product,6,99,431, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,282,480,61,882, B0BBRWDLFG ,0.0,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
LEGO Sonic - Amys Tierrettungsinsel (76992),59.95,https://www.fcw.ch/api/ProcessRequest/190750/BN/268x166-lego-sonic-amys-tierrettungsinsel-76992.jpg?sourceId=886671&source=Product,7,99,388, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,222,262,76,560, B0BV7BMFBV ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
LEGO Friends - Schildkröten-Rettungswagen (41697),11.95,https://www.fcw.ch/api/ProcessRequest/136788/BN/268x166-lego-friends-schildkroeten-rettungswagen-41697.jpg?sourceId=870311&source=Product,6,99,90, Achtung. Nicht geeignet fur Kinder unter 36 Monate. Enthalt verschluckbare Kleinteile. Erstickungsgefahr. ,122,141,61,122, B09BNTN7BG ,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
